begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
92025,92039,,,-1,-1,"   Es folgt dir ja kein Feind,",ich liebe dich,",              Ach, lieben! I",24,"transfer(johann, agnes, in_love_with(johann, agnes))",false
234093,234185,,,-1,-1,"            der vor ihr steht.","Wer würde glauben, daß der grobe Mantel              So Zartes deckte, als ein Mädchenleib!",Drück ich dir noch den Helm au,25,"transfer(""Verkleidung"", [audience, ottokar, barnabe], identity(agnes, COSTUME[OTTOKAR]))",false
251499,251523,,,-1,-1,"              Lustig, Alter!",Sie ist's! 's ist Agnes!,"SYLVESTER            bedeckt ",26,"transfer(johann, [sylvius, sylvester, eustache, gertrude], identity(COSTUME[OTTOKAR], agnes))",false
32634,32914,,,-1,-1,"                  JERONIMUS.","Ich weiß, was dich so zäh macht in dem Argwohn.              's ist wahr, und niemals werd ich's leugnen, ja,              Ich hatt das Mädel mir zum Weib erkoren.              Doch eh ich je mit Mördern mich verschwägre,              Zerbreche mir die Henkershand das Wappen.",OTTOKAR            fällt Jero,27,"transfer(jeronimus, [ottokar, audience], !in_love_with(jeronimus, agnes))",false
502,529,Personen.,Personen.,-1,-1,"Gertrude, Sylvesters Gemahlin,",Stiefschwester der Eustache,".          Agnes, ihre Tochte",28,"transfer(""Figurentafel"", audience, stepsiblings(gertrude, eustache))",false
93286,93328,,,-1,-1,"                     AGNES.","Errettet mich,              Ihr Heiligen!","JOHANN.                    ",29,"transfer(agnes, [audience, johann], !in_love_with(agnes, johann))",false
40797,40860,,,-1,-1,"          Wie du nur sprichst!","Sie haben dir den Enkel,              Den Bruder mir vergiftet",", und das sollen             ",30,"transfer(agnes, audience, siblings(agnes, ""Phillipp""))",false
217445,217484,,,-1,-1,"          Das ist nicht alles.",Rupert              Kennt deine Liebe.,"–                        ",31,"transfer(eustache, ottokar, knowledge(rupert, in_love_with(ottokar, agnes)))",false
183785,183807,,,-1,-1,Weg selbst zur Versöhnung dir.,Die Kinder lieben sich,", ich habe sichre            ",32,"transfer(eustache, rupert, lovers(ottokar, agnes))",false
481,500,Personen.,Personen.,-1,-1,"nder Graf.          Gertrude,",Sylvesters Gemahlin,", Stiefschwester der Eustache.",33,"transfer(""Figurentafel"", audience, spouses(sylvester, gertrude))",false
842,854,Personen.,Personen.,-1,-1,"äberswitwe.          Barnabe,",ihre Tochter,.          Eine Kammerjungfer,34,"transfer(""Figurentafel"", audience, child_of(barnabe, ursula))",false
30919,31119,,Erste Szene,-1,-1,bereilt hast du die Auflösung.,"Nicht wahr, das Mädchen, dessen Schleier hier,              Ist Agnes nicht, nicht Agnes Schroffenstein?                                         JOHANN.            Ich sag dir ja, sie ist es.",OTTOKAR.            O mein Go,35,"transfer(johann, [ottokar, audience], identity(LOVER[OTTOKAR], agnes), suspicion)",false
