begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
5218,5228,Erster Akt,Erster Akt,-1,-1,"e ganz anders war's damals, da",dein Vater,noch mit mir reiste: da wir di,22,"transfer(madame_sommer_bzw_caecilie, audience, parent_of(PARENT[LUCIE], lucie))",false
60365,60397,Dritter Akt,Dritter Akt,-1,-1,"leibend – Ach, er liebte mich!",liebte mich so gewiß als ich ihn,. Es war            eine Zeit,23,"transfer(madame_sommer_bzw_caecilie, [audience, fernando], in_love_with(madame_sommer_bzw_caecilie, LOVER[MADAME_SOMMER_BZW_CAECILIE]))",false
41499,41519,Zweiter Akt,Zweiter Akt,-1,-1," Der Erwartete – Geliebte! – –",Das ist mein Gemahl!,– Es ist            dein Vate,24,"transfer(madame_sommer_bzw_caecilie, [audience, lucie], identity(PARENT[LUCIE], fernando))",false
39899,39979,Zweiter Akt,Zweiter Akt,-1,-1,"                    LUCIE.","Heute! Nur war jener älter, brauner verbrannt von der Sonne. Er ist's! Er ist's!",STELLA          zieht die Sch,25,"transfer(lucie, stella, identity(""Offizier"", SPOUSE[STELLA]), suspicion)",false
51742,51756,Dritter Akt,Dritter Akt,-1,-1,"                 VERWALTER.",Ihre Gemahlin?,"Ihre Tochter?              ",26,"transfer(verwalter, audience, spouses(SPOUSE[FERNANDO], fernando))",false
43491,43590,Dritter Akt,Dritter Akt,-1,-1,"                 FERNANDO.","Stella! meine Stella! An ihrem Halse. Gott im Himmel, du gibst mir meine            Tränen wieder!",STELLA.          O du Einzige,27,"transfer(fernando, stella, in_love_with(fernando, stella))",false
10580,10615,Erster Akt,Erster Akt,-1,-1,"o vertreibt sie sich die Zeit,",seit ihr            Gemahl weg ist,". Es ist unbegreiflich, wie si",28,"transfer(postmeisterin, [audience, madame_sommer_bzw_caecilie, lucie], spouses(""Frau Baronesse"", SPOUSE[FRAU BARONESSE]))",false
66522,66538,Dritter Akt,Dritter Akt,-1,-1,"                 FERNANDO.",O meine Tochter!,"LUCIE.          Lieber, beste",29,"transfer(fernando, audience, child_of(lucie, fernando))",false
65716,65782,Dritter Akt,Dritter Akt,-1,-1,ütiger Himmel! wieviel Freude!,Sollte das            liebenswürdige Geschöpf meine Tochter sein?,– – Ich habe dich aufgesucht ü,30,"transfer(fernando, audience, parent_of(fernando, lucie) suspicion)",false
56894,56918,Dritter Akt,Dritter Akt,-1,-1,endet sich              ab. –,"Gott, es ist meine Frau!","– Laut. Verzeihen Sie!       ",31,"transfer(fernando, audience, identity(""Cäcilien"", madame_sommer_bzw_caecilien))",false
5572,5583,Erster Akt,Erster Akt,-1,-1,"ard, durch seinen Geist, durch",seine Liebe,"! –                      ",32,"transfer(madame_sommer_bzw_caecilie, audience, in_love_with(PARENT[LUCIE], madame_sommer_bzw_caecilie))",false
80125,80156,Vierter Akt,Vierter Akt,-1,-1,"                 FERNANDO.",Und dieses Weib ist meine Frau!,"–                        ",33,"transfer(fernando, stella, spouses(fernando, madame_sommer_bzw_caecilie))",false
1425,1438,Erster Akt,Erster Akt,-1,-1,ist nicht schwer; aber nehm Er,meiner Mutter,"die Schachtel ab.          ",34,"transfer(lucie, [audience, postmeisterin], parent_of(madame_sommer_bzw_caecilie, lucie))",false
