begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
238822,238842,Dritte Szene,Dritte Szene,-1,-1,or ihm                nieder.,"Lieber, bester Karl!","MOOR            erschrickt, f",10,"transfer(daniel, [audience, karl_von_moor], knowledge(daniel, identity(""Graf von Brand"", karl_von_moor)))",false
210020,210032,Zweite Szene,Zweite Szene,-1,-1,"and, und übermorgen sollte ich",meine Amalia,vor den              Altar fü,11,"transfer(kosinsky, [audience, karl_von_moor, schweizer, spiegelberg], has_name(LOVER[KOSINSKY], ""Amalia""))",false
223590,223602,Zweite Szene,Zweite Szene,-1,-1,agst du mir diese Ahndung ein?,Es ist Karl!,"Ja, itzt              werden ",12,"transfer(franz_von_moor, audience, identity(""Graf von Brand"", karl_von_moor))",false
221584,221615,Zweite Szene,Zweite Szene,-1,-1,"                     MOOR.","Sie liebt mich, Sie liebt mich!",– ihr ganzes Wesen fing an sic,13,"transfer(karl_von_moor, audience, in_love_with(amalia, karl_von_moor))",false
215011,215146,Erste Szene,Erste Szene,-1,-1,"                   KOSINSKY.","Ihr seid der Graf von Brand, kommt aus Mecklenburg, ich Euer Reutknecht – sorgt              nicht, ich will meine Rolle schon spielen",", lebt wohl! Ab.           ",14,"transfer(kosinsky, audience, identity(karl_von_moor, ""Graf von Brand""))",false
10036,10041,document,document,-1,-1,"Moor.                 Karl,",Franz,",          seine Söhne.     ",15,"transfer(""Figurentafel"", audience, child_of(franz_von_moor, der_alte_moor))",false
252682,252698,Vierte Szene,Vierte Szene,-1,-1,"e, das Ihnen so gleich kommt –",das ich so liebe,–            Moor sieht zur E,16,"transfer(amalia, ""Graf von Brand"", in_love_with(amalia, karl_von_moor))",false
329028,329157,Zweite Szene,Zweite Szene,-1,-1,"        mit fliegenden Haaren.","Die Toten, schreien sie, seien erstanden auf seine Stimme – mein Oheim lebendig – in              diesem Wald – wo ist er? Karl!",Oheim! – Ha! Stürzt auf den Al,17,"transfer(amalia, [audience, karl_von_moor, die_raeuber, grimm, schwarz], identity(""Graf von Brand"", karl_von_moor))",false
55381,55395,Zweite Szene,Zweite Szene,-1,-1,h              bedaure dich –,Franz von Moor,"«.                       ",18,"transfer(""Brief von Franz"", [spiegelberg, schweizer, grimm, roller, schufterle, razmann, schwarz], identity(SIBLING[KARL_VON_MOOR], franz_von_moor))",false
284734,284758,Fünfte Szene,Fünfte Szene,-1,-1,"t – oh seht doch, seht doch! –",es ist mein eigner Vater,", ich              wills nur ",19,"transfer(karl_von_moor, [die_raeuber, schweizer], parent_of(der_alte_moor, karl_von_moor))",false
76451,76490,Dritte Szene,Dritte Szene,-1,-1,"                     FRANZ.","Ich liebe dich wie mich selbst, Amalia!",AMALIA.            Wenn du mi,20,"transfer(franz_von_moor, [audience, amalia], in_love_with(franz_von_moor, amalia))",false
333849,333863,Zweite Szene,Zweite Szene,-1,-1,".            Sie vergibt mir,",sie liebt mich,"! Rein bin ich wie der Äther d",21,"transfer(karl_von_moor, die_raeuber, in_love_with(amalia, karl_von_moor))",false
210081,210104,Zweite Szene,Zweite Szene,-1,-1,en              Altar führen.,Moor steht schnell auf.,KOSINSKY.            Mitten i,22,"transfer(karl_von_moor, audience, identity(""Amalia"", amalia), suspicion)",false
100886,100905,Erste Szene,Erste Szene,-1,-1,"ird sein: Vivat der neue Herr,",Franziskus von Moor,"!                        ",23,"transfer(hermann, audience, has_name(franz_von_moor, ""Franziskus von Moor""))",false
51770,51776,Zweite Szene,Zweite Szene,-1,-1,"      Laß uns Abschied nehmen,",Moritz,". Wir sehen uns heut, und nie ",24,"transfer(karl_von_moor, audience, has_name(spiegelberg, ""Moritz""))",false
331531,331573,Zweite Szene,Zweite Szene,-1,-1,Retter sind Räuber und Mörder!,Dein Karl ist ihr              Hauptmann!,Der alte Moor gibt seinen Geis,25,"transfer(karl_von_moor, der_alte_moor, identity(FREMDER-RETTER, karl_von_moor))",false
277599,277628,Fünfte Szene,Fünfte Szene,-1,-1,"   springt erschrocken zurück.",Das ist meines Vaters Stimme!,DER ALTE MOOR.            Hab,26,"transfer(karl_von_moor, audience, identity(STIMME-AUS-TURM, der_alte_moor))",false
95111,95376,Erste Szene,Erste Szene,-1,-1,", wovon ich dir sagen wollte –","hast du das Fräulein von Edelreich              schon vergessen, Hermann?                              HERMANN.            Wetter Element! was erinnert Ihr mich an das?                              FRANZ.            Mein Bruder hat sie dir weggefischt.",HERMANN.            Er soll d,27,"transfer(franz_von_moor, [audience, hermann], has_name(amalia, ""Fräulein von Edelreich""))",false
183456,183492,Erste Szene,Erste Szene,-1,-1,"ßt, was du unserm Hause warst,",du wardst gehalten wie Moors Tochter,",              selbst den Tod",28,"transfer(franz_von_moor, audience, fosterparent_of(der_alte_moor, amalia))",false
10020,10024,document,document,-1,-1,"an, regierender Graf von Moor.",Karl,",          Franz,          s",29,"transfer(""Figurentafel"", audience, child_of(karl_von_moor, der_alte_moor))",false
209093,209200,Zweite Szene,Zweite Szene,-1,-1," Die Gegend war paradiesisch –","denn sie              enthielt einen Engel – ein Mädchen, geschmückt mit allen Reizen der blühenden Jugend",",              und keusch wie",30,"transfer(kosinsky, [audience, karl_von_moor, schweizer, spiegelberg], in_love_with(kosinsky, LOVER[KOSINSKY]))",false
109899,109932,Zweite Szene,Zweite Szene,-1,-1," aber Euch kenne ich sehr gut,",Ihr seid der Vater Karls von Moor,".                        ",31,"transfer(hermann, [amalia, der_alte_moor], knowledge(hermann, parent_of(der_alte_moor, karl_von_moor)))",false
