begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
247917,248049,,,-1,-1,"              KLOSTERBRUDER.","Der Herr, von welchem ichs Euch brachte,              War – ist mir recht – ein Herr von Filneck. – Wolf              Von Filneck!","NATHAN.            Richtig! ",24,"transfer(klosterbruder, [nathan, audience], parent_of(""Wolf von Filneck"", recha))",false
33364,33374,,,-1,-1,"zes, – denn des größern waltet",Sein Vater,noch – des Schatzes für sein H,25,"transfer(derwisch, nathan, parent_of(PARENT_OF[SALADIN], saladin))",false
104413,104453,,,-1,-1,"                     NATHAN.",Ich heiße Nathan; bin des Mädchens Vater,",              Das Eure Großm",26,"transfer(nathan, tempelherr, parent_of(nathan, recha))",false
465,499,Personen.,Personen.,-1,-1,ein reicher Jude in Jerusalem.,"Recha, dessen angenommene Tochter.","Daja, eine Christin, aber in d",27,"transfer(""Figurentafel"", audience, fosterchild_of(recha, nathan)) ",false
322249,322293,Letzter Auftritt,Letzter Auftritt,-1,-1,"     es begierig aufschlagend.",Ah! seine Hand! Auch die erkenn' ich wieder!,"NATHAN.                    ",28,"transfer(""Handschrift in Buch"", saladin, identity(""Wolf von Filneck"", ""Assad""))",false
315728,315972,,,-1,-1,utter – die war eine Stauffin.,"Ihr Bruder, Euer Ohm, der Euch erzogen,              Dem Eure Eltern Euch in Deutschland ließen,              Als, von dem rauhen Himmel dort vertrieben,              Sie wieder hier zu Lande kamen: – Der              Hieß Curd von Stauffen","; mag an Kindesstatt         ",29,"transfer(nathan, audience, has_name(UNCLE[TEMPELHERR], ""Curd von Stauffen""))",false
312920,313059,Letzter Auftritt,Letzter Auftritt,-1,-1,"                     NATHAN.",Ihr Bruder!                              SALADIN.            Rechas Bruder?                              NATHAN.            Ja!,"RECHA.                     ",30,"transfer(nathan, [saladin, sittah, tempelherr, recha], siblings(SIBLING[RECHA], recha))",false
316969,317011,,,-1,-1,"                     NATHAN.",Nannte              Sich Wolf von Filneck,"; aber war kein Deutscher ... ",31,"transfer(nathan, tempelherr, has_name(FATHER[TEMPELHERR], ""Wolf von Filneck""))",false
314774,314869,Letzter Auftritt,Letzter Auftritt,-1,-1,"                 TEMPELHERR.",Wie heiß ich denn?                              NATHAN.            Heißt Leu von Filneck.,"TEMPELHERR.            Wie? ",32,"transfer(nathan, tempelherr, has_name(tempelherr, ""Leu von Filneck""))",false
30191,30243,,,-1,-1,"                        Wie?",Al-Hafi? Träumst du wieder? –              Er ists!,"– wahrhaftig, ists! – kömmt au",33,"transfer(nathan, audience, has_name(derwisch, ""Al-Hafi""))",false
117839,117877,Siebender Auftritt,Siebender Auftritt,-1,-1,"                 TEMPELHERR.",Mein Name war – ist Curd von Stauffen.,"– Curd!                   ",34,"transfer(tempelherr, nathan, has_name(tempelherr, ""Curd von Stauffen""))",false
281344,281537,,,-1,-1,"leiben. – Hört mich, Nathan! –","In dieser Gärung schlich mir Daja nach,              Und warf mir ihr Geheimnis an den Kopf,              Das mir den Aufschluß Euers rätselhaften              Betragens zu enthalten schien.","NATHAN.            Wie das? ",35,"transfer(tempelherr, nathan, knowledge(daja, tempelherr, !parent_of(nathan, recha)))",false
65508,65539,Sechster Auftritt,Sechster Auftritt,-1,-1,"                     DAJA.",Doch Eures ist aus ihrer nicht.,TEMPELHERR.            Was so,36,"transfer(daja, [tempelherr, audience], in_love_with(recha, tempelherr))",false
197410,197648,,Zehnter Auftritt,-1,-1,"                 TEMPELHERR.","Sie wüßte nicht,              Was sie geboren sei? – Sie hätt' es nie              Von ihm erfahren, daß sie eine Christin              Geboren sei, und keine Jüdin?                                         DAJA.            Nie!","TEMPELHERR.                ",37,"transfer(daja, [tempelherr, audience], !knowledge(recha, !father_of(nathan, recha)))",false
321860,321922,,,-1,-1,"                    SALADIN.",Mein Bruder! ganz gewiß! Mein Assad! ganz              Gewiß!,"NATHAN.                    ",38,"transfer(saladin, [nathan, audience], identity(""Wolf von Filneck"", ""Assad""), suspicion)",false
