begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
168547,169594,Der zehnte Auftritt,Der zehnte Auftritt,-1,-1,und von Seufzern unterbrochen.,"Er umarmte mich, seine              Küsse waren voll von einem gewissen Feuer, sein Herz klopfete, und jedes seiner              Glieder zitterte. Er sprach mit einer Art von Enthusiasterei von seiner Liebe gegen              mich. Er versprach mir einen würdigern Liebhaber als Karln. Deine Ankunft unterbrach              ihn. Wie soll meine Seele alle diese Rätsel auflösen? Sollte Torheit und Laster über              sein Alter triumphieret haben. Sollte seine Liebe gegen mich mit seines Sohnes Liebe              aus einerlei Quelle fließen? Sollte mich seine Hartnäckigkeit seinem Sohne bloß              deswegen versagen, weil sie mich zu einem Opfer für sich selbst bestimmet hat? Aber              würde er nicht sodann ein Bösewicht sein? Und seine Tugend – Doch was Tugend? Ist sie              mehr als ein leerer Name, auch dann, wenn sie in ihrem größten Glanze schimmert?              Bewies es nicht Lucie bei allem ihrem Stolze selbst, und sollte der elende Southwell              weniger fähig sein, es zu beweisen?",BETTY.            Der alte So,15,"transfer(lucie, betty, in_love_with(willhelm, lucie))",false
104086,104149,Der vierte Auftritt,Der vierte Auftritt,-1,-1,"                     KARL.","Für Lucien, die ich anbete, die ich mehr als meine Seele liebe.",LUCIE.            Sie mich li,16,"transfer(karl, [audience, lucie], in_love_with(karl, lucie))",false
215400,215466,Der neunte Auftritt,Der neunte Auftritt,-1,-1,ls Ihren Gemahl lieben können.,"Sie sind des              Sir Willhelms leibliche Tochter, Lucie.","Lucie und Amalie, beide in der",17,"transfer(robert, [karl, lucie, amalie, betty, audience], identity(PARENT-1, wilhelm))",false
65243,65333,Der dritte Auftritt,Der dritte Auftritt,-1,-1,"er              Freundschaft,",der Gerechtigkeit selbst bringen darf. Karls Herz kann nimmermehr mein              sein.,ROBERT.            Was für Du,18,"transfer(amalie, [audience, robert], !in_love_with(karl, amalie))",false
65971,66003,Der dritte Auftritt,Der dritte Auftritt,-1,-1,e hat ältere Rechte auf Karln.,"Sie liebete ihn, eh ich ihn sah.","Sie liebet ihn so stark, als i",19,"transfer(amalie, robert, in_love_with(lucie, karl))",false
6640,6651,Der erste Auftritt,Der erste Auftritt,-1,-1,"onst              lieben, als",meinen Sohn,"?                        ",20,"transfer(willhelm, audience, parent_of(willhelm, karl))",false
274,301,Personen des Stücks.,Personen des Stücks.,-1,-1,"ell.          Karl Southwell,",Liebhaber der Lucie Woodvil,".          Lucie Woodvil.   ",21,"transfer(""Figurentafel"", audience, lovers(karl, lucie))",false
222,246,Personen des Stücks.,Personen des Stücks.,-1,-1,"   Willhelm Southwell, Ritter,",Vater von Karl Southwell,".          Karl Southwell, Li",22,"transfer(""Figurentafel"", audience, father_of(willhelm, karl))",false
190757,190813,Der fünfte Auftritt,Der fünfte Auftritt,-1,-1,te Geschwätz  ganz außer sich.,Wäre der alte              Narr weniger verliebt in sie,", er hätte durch ihren Unsinn ",23,"transfer(betty, audience, in_love_with(willhelm, lucie), suspicion)",false
69929,69946,Der vierte Auftritt,Der vierte Auftritt,-1,-1," freue dich mit mir, Willhelm,",Amalie liebet ihn,".                        ",24,"transfer(robert, willhelm, in_love_with(amalie, karl))",false
217208,217221,Der neunte Auftritt,Der neunte Auftritt,-1,-1,"rb,              eine gewisse",Jungfer Wills,"kennen. Sie liebeten sich, und",25,"transfer(robert, [karl,lucie, amalie, betty, audience], identity(Parent-2, ""Jungfer Wils"")) ",false
155217,155275,Der sechste Auftritt,Der sechste Auftritt,-1,-1,nen zu erhalten gesuchet habe.,Ich bin diesen Augenblick mit              ihr vermählet.,List und Liebe haben alle Ihre,26,"transfer(karl, [audience, robert, willhelm], spouses(lucie, karl))",false
46543,46595,Der erste Auftritt,Der erste Auftritt,-1,-1,.                     KARL.,"Was sagst du, Jakob? daß ich Lucien verlieren würde?",JAKOB.            Daß Sie sol,27,"transfer(karl, jakob, !couple(karl, lucie))",false
7713,7788,Der erste Auftritt,Der erste Auftritt,-1,-1,ch schon bin. Ich will ihr die,unter uns verabredete Verbindung meines Sohnes mit deiner Amalie entdecken.,"Die Miene,              mit d",28,"transfer(willhelm, audience, engaged(karl, amalie))",false
45928,45952,Der siebente Auftritt,Der siebente Auftritt,-1,-1,"          Nebenbuhlerin darum?","Ich weiß, Karl liebt sie",", nur die Hoffnung zu mir mach",29,"transfer(amalie, audience, in_love_with(karl, lucie))",false
74937,74980,Der fünfte Auftritt,Der fünfte Auftritt,-1,-1,"             Lucie Sie liebet,","er weiß, daß Sie Lucien nicht wieder lieben",", daß Ihr ganzes Herz        ",30,"transfer(robert, karl, knowledge(willhelm, !in_love_with(karl, lucie)))",false
78708,78788,Der siebente Auftritt,Der siebente Auftritt,-1,-1,"ch. Nur noch eine kleine Zeit,","so wird sie auf ihren Gemahl,              auf ihren Karl Southwell stolz sein.","Sagete ich nicht, daß ich Sieg",31,"transfer(karl, jakob, engaged(amalie, karl))",false
208059,208745,Der siebente Auftritt,Der siebente Auftritt,-1,-1,"                     LUCIE.","Ruchloser! Sie wissen meine Laster, meine Schande, und Sie verdoppeln noch die              Ihrigen durch Ihre Zärtlichkeiten? Was zögern Sie? Tun Sie die einzige gute Tat, die              Sie in Ihrem Leben können getan haben.  Stoßen Sie den Dolch in diese              Brust, die Sie durch Ihre verfluchte Liebe zu einer Wohnung der schwärzesten Laster              und der Qual dieser Laster gemachet haben. Hören Sie die Stimme Ihres Vaters, diese              Stimme, die Rache wider mich verlanget, wenn Sie meine Bitte nicht hören wollen. Nur              unter dieser einzigen Bedingung verzeihe ich Ihnen die Grausamkeiten, die Sie an mir              ausgeübet haben.",KARL.            Ein einziger,32,"transfer(lucie, karl, child_of(lucie, willhelm), suspicion)",false
209460,209526,Der siebente Auftritt,Der siebente Auftritt,-1,-1,"                     LUCIE.",Ihre Schwester! Ha! Lucie selbst weiß ihre Laster noch nicht alle.,Fürchterliche              Du,33,"transfer(lucie, audience, identity(PARENT-1[LUCIE], willhelm), suspicion)",false
15019,15046,Der zweite Auftritt,Der zweite Auftritt,-1,-1,"iel, zu viel Gütigkeit! Hätten",diese unbarmherzigen Eltern,doch nur den              ger,34,"transfer(lucie, audience, child_of([PARENT-1, PARENT-2], lucie))",false
37927,37978,Der sechste Auftritt,Der sechste Auftritt,-1,-1,"t ein Betrüger, ein Bösewicht!","Ich hasse ihn, ich hasse mich              selbst!","Meine Kräfte reichen nicht zu,",35,"transfer(lucie, amalie, !in_love_with(lucie, karl))",false
11280,11435,Der zweite Auftritt,Der zweite Auftritt,-1,-1,"              dafür zu danken.","Sie haben mich bei der Frau Norris in allem demjenigen, was das Leben              eines Frauenzimmers nützlich und angenehm machen kann, erziehen lassen.","Ich empfinde,              se",36,"transfer(lucie, audience, fosterparent_of(""Frau Norris"", lucie))",false
98465,98541,Der dritte Auftritt,Der dritte Auftritt,-1,-1," allein noch für Lucien übrig.",Amalie liebt Karln. Sie hat ihm bereits ihre Hand              versprochen.,"Ich habe es diesen Augenblick ",37,"transfer(lucie, [audience, betty], transfer(robert, lucie, in_love_with(amalie, karl)))",false
2465,2493,Der erste Auftritt,Der erste Auftritt,-1,-1,"     Wie? der Name derjenigen,",die alle deine Liebe besitzt,"? die dir ebensoviel Liebe   ",38,"transfer(robert, audience, in_love_with(willhelm, lucie))",false
21870,21908,Der vierte Auftritt,Der vierte Auftritt,-1,-1,k aus dem Munde seines Vaters.,Er hat eine Gemahlin für ihn bestimmt.,Gott!              was wird L,39,"transfer(lucie, betty, engaged(karl, FIANCEE[KARL]))",false
69833,69893,Der vierte Auftritt,Der vierte Auftritt,-1,-1,nd die Seele der Lucie heilen.,Dein Sohn ist für meine              Amalie allein zärtlich,", und freue dich mit mir, Will",40,"transfer(robert, willhelm, in_love_with(karl, amalie))",false
190751,190813,Der fünfte Auftritt,Der fünfte Auftritt,-1,-1,törichte Geschwätz  ganz außer,sich. Wäre der alte              Narr weniger verliebt in sie,", er hätte durch ihren Unsinn ",41,"sich. Wäre der alte
              Narr weniger verliebt in sie",false
189960,190030,Der vierte Auftritt,Der vierte Auftritt,-1,-1,ter an meine Brust zu drücken?,"Umarme deinen Vater, meine einzige, meine              wahre Tochter!","– Ach, der Schmerz dringt nähe",42,"transfer(willhelm, [audience, lucie] identity(PARENT-1, willhelm), suspicion)",false
17511,17604,Der zweite Auftritt,Der zweite Auftritt,-1,-1," Vater zu empfinden fähig ist.","Ich hoffe,              meinen Sohn bald durch eine tugendhafte Gemahlin glücklich zu sehen.",– Was fehlt              Ihne,43,"transfer(willhelm, [lucie, audience] engaged(karl, FIANCEE[KARL]))",false
72065,72107,Der fünfte Auftritt,Der fünfte Auftritt,-1,-1,Einwilligung. Hoffe noch mehr.,Amalie ist nicht unempfindlich gegen dich.,"KARL            vor sich.   ",44,"transfer(willhelm, karl, in_love_with(amalie, karl))",false
56920,56938,Der zweite Auftritt,Der zweite Auftritt,-1,-1,an. Klagen Sie sich selbst an.,Ich liebete Lucien,". Ich sah Amalien. Konnte    ",45,"transfer(karl, amalie, in_love_with(karl, lucie))",false
98812,98861,Der dritte Auftritt,Der dritte Auftritt,-1,-1,"                     BETTY.","Es ist zu spät, Fräulein, Amalie hat ihn gelesen.",LUCIE.            Meine Neben,46,"transfer(betty, lucie, knowledge(amalie, in-love-with(lucie, karl)))",false
44902,44916,Der siebente Auftritt,Der siebente Auftritt,-1,-1,"h wider deinen Willen, Amalie?",Er liebet mich,". Seine              Seufzer,",47,"transfer(amalie, audience, in_love_with(karl, amalie))",false
96913,96942,Der zweite Auftritt,Der zweite Auftritt,-1,-1,"eufzet, fühle ich Elende noch,",daß ich ihn ewig lieben werde,", und              weil ich i",48,"transfer(lucie, amalie, in_love_with(lucie, karl), already-known)",false
74885,74935,Der fünfte Auftritt,Der fünfte Auftritt,-1,-1," Vater falsch. Hören Sie mich.","Ihr Vater weiß, daß              Lucie Sie liebet",", er weiß, daß Sie Lucien nich",49,"transfer(robert, karl, knowledge(willhelm, in_love_with(lucie, karl)))",false
169648,169730,Der zehnte Auftritt,Der zehnte Auftritt,-1,-1,"                     BETTY.","Der alte Southwell? in Sie verliebet? Wirklich, Fräulein, ich würde lachen müssen,",wenn unsere Umstände weniger g,50,"transfer(lucie, betty, !in_love_with(willhelm, lucie))",false
120001,120034,Der achte Auftritt,Der achte Auftritt,-1,-1,tig sein              können?,Mein Herz verdienet Amalien nicht,. Lassen Sie es der armen Luci,51,"transfer(karl, [willhelm, robert] !in_love_with(karl, amalie))",false
35238,35365,Der fünfte Auftritt,Der fünfte Auftritt,-1,-1,"                     LUCIE.","Geh! Bösewicht, und die Rache des Himmels und meine Flüche werden dich auf jedem              deiner Wege zu begleiten wissen!","BETTY.            Wahrhaftig,",52,"transfer(lucie, [karl, betty, audience], !in_love_with(lucie, karl))",false
