begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
16491,18424,"          ans Fenster tretend.","So seh ich dich wieder? Himmlischer Anblick! So seh ich dich wieder? Den Schauplatz all
            meiner Glückseligkeit! Wie still das ganze Haus ist! Kein Fenster offen! Die Galerie wie
            öde, auf der wir so oft zusammen saßen! Merk dir's, Fernando, das klösterliche An sehn
            ihrer Wohnung, wie schmeichelt es deinen Hoffnungen! Und sollte, in ihrer Einsamkeit,
            Fernando ihr Gedanke, ihre Beschäftigung sein? Und hat er's um sie verdient? O! mir ist,
            als wenn ich nach einem langen,  kalten, freudelosen Todesschlaf ins Leben
            wieder erwachte; so neu, so bedeutend ist mir alles. Die Bäume, der Brunnen, noch alles,
            alles! So lief das Wasser aus eben den Röhren, wenn ich, ach, wie tausendmal! mit ihr
            gedankenvoll aus unserm Fenster schaute, und jedes, in sich gekehrt, still dem Rinnen
            des Wassers zusah! Sein Geräusch ist mir Melodie, rückerinnernde Melodie. Und sie? Sie
            wird sein, wie sie war. Ja, Stella, du hast dich nicht verändert; das sagt mir mein
            Herz. Wie's dir entgegenschlägt! Aber ich will nicht, ich darf nicht! Ich muß mich erst
            erholen, muß mich erst überzeugen, daß ich wirklich hier bin, daß mich kein Traum
            täuscht, der mich so oft schlafend und wachend aus den fernsten Gegenden hierher geführt
            hat. Stella! Stella! Ich komme! fühlst du nicht meine Näherung? in deinen Armen alles zu
            vergessen! – Und wenn du um mich schwebst, teurer Schatten meines unglücklichen Weibes,
            vergib mir, verlaß mich! Du bist dahin; so laß mich dich vergessen, in den Armen des
            Engels alles vergessen, meine Schicksale, allen Verlust, meine Schmerzen, und meine Reue
            – Ich bin ihr so nah und so ferne – Und in einem Augenblick – Ich kann nicht, ich kann
            nicht! Ich muß mich erholen, oder ich ersticke zu ihren Füßen.","Postmeisterin kommt.
        
",22,"transfer(fernando, audience, in_love_with(feridnando, stella))",false
183,220,"     Stella
          Cäcilie,",anfangs unter dem Namen Madame Sommer,"Fernando
          Lucie
     ",23,"transfer(""Figurentafel"", audience, has_name(madame_sommer_bzw_caecilie, ""Madame Sommer""))",false
65716,65782,ütiger Himmel! wieviel Freude!,"Sollte das
            liebenswürdige Geschöpf meine Tochter sein?",– – Ich habe dich aufgesucht ü,24,"transfer(fernando, audience, parent_of(fernando, lucie), uncertain)",false
1425,1438,ist nicht schwer; aber nehm Er,meiner Mutter,"die Schachtel ab.
        
   ",25,"transfer(lucie, [postmeisterin, audience], parent_of(madame_sommer_bzw_caecilie, lucie))",false
53318,53358,nere mich noch an alles genau:,wie wir Cäcilien so liebenswürdig fanden,", uns ihr aufdrangen, unsere j",26,"transfer(verwalter, audience, spouses(fernando, madame_sommer_bzw_caecilie), uncertain)",false
60365,60398,"leibend – Ach, er liebte mich!",liebte mich so gewiß als ich ihn.,"Es war
            eine Zeit, ",27,"transfer(madame_sommer_bzw_caecilie, [audience, fernando], in_love_with(madame_sommer_bzw_caecilie, LOVER[MADAME_SOMMER_BZW_CAECILIE]))",false
36833,36916,"     
          MADAME SOMMER.","Sie hatten ein Kind?
        
        
          STELLA.
          Ja, meine Beste!","O Gott, du hattest mir diese S",28,"transfer(stella, madame_sommer_bzw_caecilie, child_of(CHILD[STELLA], stella), already-known)",false
51742,51847,"
        
          VERWALTER.","Ihre Gemahlin? Ihre Tochter?
        
        
          FERNANDO.
          Ich habe sie nicht gefunden.",Ich traute mich selbst nicht i,29,"transfer(fernando, audience, spouses(SPOUSE[FERNANDO], fernando))",false
60349,60358,"    Nichts ist bleibend – Ach,",er liebte,mich! liebte mich so gewiß als,30,"transfer(madame_sommer_bzw_caecilie, [audience, fernando], in_love_with(LOVER[MADAME_SOMMER_BZW_CAECILIE], madame_sommer_bzw_caecilie))",false
80125,80156," 
        
          FERNANDO.",Und dieses Weib ist meine Frau!,"–
        
        
          ",31,"transfer(fernando, stella, spouses(fernando, madame_sommer_bzw_caecilie))",false
51757,51770,"LTER.
          Ihre Gemahlin?",Ihre Tochter?,"FERNANDO.
          Ich habe s",32,"transfer(verwalter, audience, child_of(CHILD[FERNANDO], fernando))",false
38141,38154,"tte
            sich betrogen!",Tot lag es da,", und ich neben ihm in wütende",33,"transfer(stella, [madame_sommer_bzw_caecilie, audience], dead(CHILD[STELLA]))",false
42645,42684,"     
          MADAME SOMMER.",Er ist's! Er ist's! – Ich bin verloren!,"Dritter Akt
        Stella in ",34,"transfer(madame_sommer_bzw_caecilie, audience, identity(PARENT[LUCIE], fernando))",false
42848,42897,"TELLA
          zu den Wänden.",Er ist wieder da! Seht ihr ihn? Er ist wieder da!,"Vor das Gemälde einer Venus
  ",35,"transfer(stella, audience, identity(""Offizier"", fernando))",false
39605,39764,"    
        
          LUCIE.","Ich muß Ihnen sagen, heut aß ich drüben mit einem Offizier im Posthause, der diesem
            Herrn gleicht – O er ist es selbst! ich will mein Leben wetten.","STELLA.
          Heute? Du be",36,"transfer(lucie, stella, identity(""Offizier"", SPOUSE[STELLA]), uncertain)",false
43637,43651,"   
        
          STELLA.",O du Einziger!,"FERNANDO.
          Stella! la",37,"transfer(stella, fernando, in_love_with(stella, fernando))",false
63687,63697,"ANDO
          zu ihren Füßen.",Ich bin's!,"MADAME SOMMER
          mit ei",38,"transfer(fernando, madame_sommer_bzw_caecilie, identity(PARENT[LUCIE], fernando))",false
41541,41552," Das ist mein Gemahl! – Es ist",dein Vater!,"LUCIE.
          Mutter! beste",39,"transfer(madame_sommer_bzw_caecilie, [audience, lucie], identity(PARENT[LUCIE], fernando), uncertain)",false
53326,53334,"les genau:
            wie wir",Cäcilien,"so liebenswürdig fanden, uns i",40,"transfer(verwalter, audience, has_name(SPOUSE[FERNANDO], ""Cäcilie""))",false
5355,5366,"; die
            ersten Jahre",unserer Ehe,"! Damals hatte alles den Reiz ",41,"transfer(madame_sommer_bzw_caecilie, audience, spouses(madame_sommer_bzw_caecilie, PARENT[LUCIE]))",false
