begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
147614,148042,"
          
            DAMIS.","Ja, es ist ein nichtswürdiger Freund, wie ich Ihnen gesagt habe. Er hat den größten
              Betrug begangen. Ich bitte ihn heute Vormittage, wie man einen Bruder bitten kann, daß
              er mir Ihre Liebe sollte gewinnen helfen. Und statt dessen bittet er Ihren Herrn
              Vater, unsere Verlobung noch acht Tage aufzuschieben, und will ihn bereden, als ob
              Sie, meine Braut, ihn selbst liebten.","Ist das mein Freund, dem ich m",17,"transfer(damis, audience, knowledge(damis, transfer(siegmund, cleon, in_love_with(julchen, siegmund))), lie)",false
370,388,"ens Liebhaber
          Damis,",Julchens Liebhaber,"Simon, Damis' Vormund
        ",18,"transfer(""Figurentafel"", audience, lovers(damis, julchen))",false
189846,189878," dem Betrüger nicht übelgehen.",Wie redlich habe ich ihn geliebt,", und
              wie unglüc",19,"transfer(lottchen, [audience, cleon, julchen, damis, simon, der_magister], !in_love_with(lottchen, siegmund))",false
125802,125828,"n Herz schenken ... doch nein,",ich habe ihn nicht geliebt,". Aber
              hat er ni",20,"transfer(julchen, [audience, siegmund], !in_love_with(julchen, damis))",false
8103,8153,"ne Vorzüge als meine Unschuld,","und er
              liebt mich doch so vollkommen",", als wenn ich die liebenswürd",21,"transfer(lottchen, [audience, cleon], in_love_with(siegmund, lottchen))",false
168299,168349,"erhole es
              Ihnen,",Ihr Liebhaber meint es nicht aufrichtig mit Ihnen.,"LOTTCHEN.
            Sie woll",22,"transfer(simon, lottchen, !in_love_with(siegmund, lottchen))",false
290,312,"ste Tochter
          Julchen,",dessen jüngste Tochter,"Siegmund, Lottchens Liebhaber
",23,"transfer(""Figurentafel"", audience, child_of(julchen, cleon))",false
14797,14855,"h
              Unglücklicher!","Wie gut wäre es für mich, wenn ich Julchen weniger liebte!","LOTTCHEN.
            Lassen S",24,"transfer(damis, [audience, lottchen, siegmund], in_love_with(damis, julchen))",false
216,227," Cleon
          Der Magister,",sein Bruder,"Lottchen, Cleons älteste Tocht",25,"transfer(""Figurentafel"", audience, siblings(cleon, der_magister))",false
132887,132935,"         
            JULCHEN.","Ja. Nunmehr weiß ich's gewiß, daß ich Sie liebe.","Und nunmehr bin ich bereit, di",26,"transfer(julchen, [audience, damis, lottchen], in_love_with(julchen, damis))",false
7342,7554,"        
            LOTTCHEN.","Ja, Papa, so lieb, daß, wenn ich die Wahl hätte, ob ich ihn mit einem geringen
              Auskommen oder den Vornehmsten mit allem Überflusse zum Manne haben wollte, ich ihn
              allemal wählen würde.","CLEON.
            Ist's mögli",27,"transfer(lottchen, [audience, cleon, siegmund], in_love_with(lottchen, siegmund))",false
102653,102840,"Magister, was spricht Julchen?","Ich denke, sie wird sich wohl ohne
              deine Fabel zur Liebe entschlossen haben.
            
          
          
            DER MAGISTER.
            Sie bleibt unbeweglich.","Ich weiß nicht, warum ich mir ",28,"transfer(der_magister, [audience, cleon], !in_love_with(julchen, damis))",false
