begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
26446,27582,", zu früh Gustchen, mein Kind.","Du
              hast noch nicht kommuniziert. – Denn warum soll ich euch verhehlen, daß ich euch
              zugehört habe. – Das war ein sehr einfältig Stückchen von euch beiden; besonders von
              dir, großer vernünftiger Junker Fritz, der bald einen Bart haben wird wie ich und eine
              Perücke aufsetzen und einen Degen anstecken. Pfui, ich glaubt einen vernünftigern Sohn
              zu haben. Das macht dich gleich ein Jahr jünger und macht, daß du länger auf der
              Schule bleiben mußt. Und Sie, Gustchen, auch Ihnen muß ich sagen, daß es sich für Ihr
              Alter gar nicht mehr schickt, so kindisch zu tun. Was sind das für Romane, die Sie da
              spielen? Was für Eide, die Sie sich da schwören, und die ihr doch alle beide so gewiß
              brechen werdet als ich itzt mit euch rede. Meint ihr, ihr seid in den Jahren, Eide zu
              tun, oder meint ihr, ein Eid sei ein Kinderspiel, wie es das Versteckspiel oder die
              blinde Kuh ist? Lernt erst einsehen, was ein Eid ist: lernt erst zittern dafür, und
              alsdenn wagt's, ihn zu schwören.","Wißt, daß  ein Meineidiger die",16,"transfer(geheimer_rat, [gustchen, fritz], knowledge(geheimer_rat, lovers(gustchen, fritz)))",false
820,857,"r alte Läuffer, Stadtprediger.","Leopold, Junker des Majors, ein Kind.","Herr Rehaar, Lautenist.
      ",17,"transfer(""Figurentafel"", audience, audience, child_of(""Leopold"", major))",false
24574,25276,"un sag, was soll ich schwören?","GUSTCHEN.
            Daß du in drei Jahren von der Universität zurückkommen willst und dein Gustchen zu
              deiner Frau machen; dein Vater mag dazu sagen, was er will.
          
          
            FRITZ.
            Und was willst du mir dafür wieder schwören, mein engliches ...
            Küßt sie.
          
          
            GUSTCHEN.
            Ich will schwören, daß ich in meinem Leben keines andern Menschen Frau werden will
              als deine, und wenn der Kaiser von Rußland selber käme.
          
          
            FRITZ.
            Ich schwör dir hunderttausend Eide – Der geheime Rat tritt herein: beide
                springen mit lautem Geschrei auf.","Sechste Szene
          Geheim",18,"transfer(""Schwur"", audience, lovers(fritz, gustchen))",false
293,316,"Bruder.
          Die Majorin.","Gustchen, ihre Tochter.","Fritz von Berg.
          Graf",19,"transfer(""Figurentafel"", audience, child_of(gustchen, [major, majorin]))",false
186959,187138,h laß einmal nicht von ihm ab.,"Nehmen
              Sie mir das Leben; ich lasse nicht ab von ihm. Ich hab ihn gern und mein Herz sagt
              mir, daß ich niemand auf der Welt so gern haben kann als ihn.","WENZESLAUS.
            So – d",20,"transfer(lise, [laeuffer, wenzeslaus, audience], in_love_with(lise, laeuffer)) ",false
162106,162300," nicht wird geschrieben haben,","so werden Sie auch wohl den Unglücksfall nicht wissen
              mit dem Hofmeister, welcher aus Ihres gnädigen Onkels Hause ist gejagt worden, weil er
              Ihre Kusine genotzüchtigt",", worüber sie sich so zu Gemüt",21,"transfer(paetus, fritz, lovers(laeuffer, gustchen))",false
183262,183296,al und denn ewig nicht wieder!,Küßt sie. Wenzeslaus tritt herein.,"WENZESLAUS.
            Was is",22,"transfer(""Kuss"", wenzeslaus, in_love_with(laeuffer, lise))",false
129098,129115,"
              oder zur Hölle!",Springt ihr nach.,"GEHEIMER RAT
            kommt",23,"transfer(""sich-in-den-Teich-werfen"", [audience, gehimer_rat, graf_wermuth], dead(major), uncertain)",false
19702,19717,"     soll drein fahren. – Aber",mit der Tochter,nehm Er sich in Acht; die Frau,24,"transfer(major, laeuffer, child_of(CHILD[MAJOR], major))",false
199081,199190,Pätus hat's mir verschafft – –,"Seine Mutter war das alte blinde Weib, die
              Bettlerin, von der uns Gustchen so viel erzählt hat.","DER ALTE PÄTUS.
            Un",25,"transfer(major, [geheimer_rat , audience], parent_of(marthe, der_alte_paetus))",false
12001,12067,"h habe nicht  darnach gefragt,","ja doch,
              ich glaub es fast: er heißt ja auch Läuffer",; nun denn ist er freilich noc,26,"transfer(majorin, graf_wermuth, parent_of(pastor, laeuffer), uncertain)",false
128710,128749,"e, ja
              ich komme.",Rafft sich auf und wirft sich in Teich.,Major von weitem. Geheimer Rat,27,"transfer(""sich-in-den Teich-werfen"", [audience, major, gehimer_rat, graf_wermuth], murderer_of(gustchen, gustchen), uncertain)",false
204296,204323,"  
            DER ALTE PÄTUS.",Was denn? Du auch verliebt?,Mit Freuden erlaub ich dir all,28,"transfer(paetus, [der_alte_paetus, geheimer_rat, major], in_love_with(paetus, LOVER[PAETUS]))",false
236,259,"  Herr von Berg, Geheimer Rat.","Der Major, sein Bruder.","Die Majorin.
          Gustche",29,"transfer(""Figurentafel"", audience, siblings(major, geheimer_rat))",false
96052,96201,"         
            LÄUFFER.","Es ist der Graf Wermuth, der künftige Schwiegersohn des Majors; er ist eifersüchtig
              auf mich, weil das Fräulein ihn nicht leiden kann –","WENZESLAUS.
            Aber w",30,"transfer(laeuffer, [wenzeslaus, audience], engaged(graf_wermuth, gustchen))",false
183125,183154," 
          
            LISE.","O pfui, Herr, was machen Sie?","LÄUFFER.
            Noch einm",31,"transfer(lise, [laeuffer, audience], !in_love_with(lise, laeuffer))",false
165023,165126,müssen mehr Bestätigung haben.,"Du weißt, daß du ihm einmal im Rausch erzählt hast, daß
              du in deine Kusine verliebt wärst","; siehst du, das hat die maliz",32,"transfer(paetus, [audience, fritz], transfer(fritz, seiffenblase, in_love_with(fritz, gustchen)))",false
134099,134740,"
          
            FRITZ.","So bist du doch zum Fenster hineingestiegen und  die Nachbarn haben's
              gesehen, meinst du, ihre Zunge wird so verschämt sein, wie deine Hand vielleicht
              gewesen ist? Ich kenne dich, ich weiß, so dreust du scheinst, bist du doch blöde
              gegen's Frauenzimmer, und darum lieb ich dich: aber wenn's auch nichts mehr wäre, als
              daß das Mädchen ihren guten Namen verliert, und eine Musikantentochter dazu, ein
              Mädchen, das alles von der Natur empfing, vom Glück nichts; der ihre einzige
              Aussteuer, ihren guten Namen, zu rauben – du hast sie unglücklich gemacht, Pätus.","–
            Herr Rehaar komm",33,"transfer(fritz, paetus, lovers(paetus, jungfer_rehaar), uncertain)",false
2700,2711,nur zu artig. Aber was soll er,deinen Sohn,"lehren?
            
         ",34,"transfer(geheimer_rat, audience, child_of(CHILD[MAJOR], major))",false
195802,195846,"    
            GEHEIMER RAT.",Es ist leider nur eine zu traurige Wahrheit.,"FRITZ.
            Und hat sic",35,"transfer(geheimer_rat, fritz, dead(gustchen), uncertain)",false
777,809,"ise.
          Der alte Pätus.","Der alte Läuffer, Stadtprediger.","Leopold, Junker des Majors, ei",36,"transfer(""Figurentafel"", audience, parent_of(pastor, laeuffer))",false
17333,17353," Er doch
              einmal:",ich hab eine Tochter,", das mein Ebenbild ist, und d",37,"transfer(major, laeuffer, child_of(CHILD[MAJOR], major))",false
204652,204688,üßt's und trägt's zu Gustchen.,Dies Kind ist jetzt auch das meinige,; ein trauriges Pfand der Schw,38,"transfer(fritz, [geheimer_rat, major, gustchen, paetus, der_alte_paetus, audience], fosterparent_of(laeuffer, CHILD[PARENT]))",false
202127,202214,werde mich unglücklich machen.,"O was hab ich von einer solchen Frau
              anders zu gewarten als einen Himmel?","MAJOR.
            Ja wohl ein",39,"transfer(fritz, major, in_love_with(fritz, gustchen))",false
68772,68801,", was
              ich leide.",Küßt Läuffers Hand inbrünstig,". O göttlicher Romeo!
        ",40,"transfer(""Inbrünstiger Kuss"", audience, in_love_with(gustchen, laeuffer))",false
2802,2806,"R.
            Ich weiß nicht,",Berg,", du tust immer solche wunderl",41,"transfer(major, geheimer_rat, has_name(geheimer_rat, ""Berg""))",false
193169,193294,"
          
            FRITZ.","Ein Brief von Seiffenblase.
          
          
            GEHEIMER RAT.
            Er hat dir geschrieben: sie wäre tot?","FRITZ.
            Und entehrt",42,"transfer(fritz, geheimer_rat, transfer(seiffenblase, fritz, dead(gustchen)))",false
162302,162459,"    Ihre Kusine genotzüchtigt,","worüber sie sich so zu Gemüt gezogen, daß sie in einen
              Teich gesprungen, durch welchen Trauerfall Ihre ganze Familie in den höchsten  Schröcken",« – Berg! was ist dir – Begieß,43,"transfer(paetus, [audience, fritz], transfer(seiffenblase, [fritz, paetus], dead(gustchen)))",false
117857,117890,"          
            MARTHE.","Aber wo wollt Ihr denn hin, Grete",", daß Gott erbarm! da Ihr noch",44,"transfer(marthe, audience, has_name(gustchen, ""Grete""))",false
197343,197375,"       
          Letzte Szene","Der Major, ein Kind auf dem Arm.","Der alte Pätus.
          
   ",45,"transfer(""Nebentext"", audience, !dead(major))",false
902,932,"       Herr Rehaar, Lautenist.","Jungfer Rehaar, seine Tochter.","Erster Akt
        
          ",46,"transfer(""Figurentafel"", audience, child_of(jungfer_rehaar, rehaar))",false
196966,197035,der Szene mit lautem Geschrei.,Gustchen! – Seh ich ein Schattenbild? – Himmel! Himmel welche Freude!,"– Laß mich
              sterb",47,"transfer(fritz, audience, !dead(gustchen))",false
25754,25775,"
          
            FRITZ.","Ich, gnädigster Papa?","GEHEIMER RAT.
            Ich?",48,"transfer(fritz, audience, child_of(fritz, geheimer_rat))",false
198715,198763,st du? He! Geheimer Rat kömmt.,"Hier ist mein Kind,
              mein Großsohn.",Wo ist Gustchen? Mein allerlie,49,"transfer(major, [geheimer_rat, audience], grandparent_of(major, CHILD[PARENT]))",false
145055,145098,"E.
            Mühselig genug.",Die Mutter dieses Kindes war meine Leiterin,"; sie ging eines Tags aus
    ",50,"transfer(marthe, laeuffer, parent_of(PARENT[CHILD], CHILD[PARENT]))",false
